Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,delivery_days,order_month,order_year,profit_margin,is_profitable,is_discounted
2017-10-02,2017-10-05,First Class,Home Office,United States,Knoxville,Tennessee,South,Office Supplies,Binders,34.236,4,0.7,-26.2476,3,2017-10,2017,-0.76644,0,1
2017-10-02,2017-10-05,First Class,Home Office,United States,Knoxville,Tennessee,South,Furniture,Furnishings,19.76,2,0.2,5.928,3,2017-10,2017,0.29985,1,1
2017-09-18,2017-09-23,Second Class,Consumer,United States,Grand Island,Nebraska,Central,Office Supplies,Paper,15.96,2,0,7.98,5,2017-09,2017,0.49969,1,0
2015-12-04,2015-12-09,Standard Class,Consumer,United States,Lakewood,California,West,Office Supplies,Art,16.9,5,0,6.253,5,2015-12,2015,0.36978,1,0
2015-12-04,2015-12-09,Standard Class,Consumer,United States,Lakewood,California,West,Furniture,Furnishings,25.08,6,0,9.0288,5,2015-12,2015,0.35986,1,0
2015-01-17,2015-01-22,Standard Class,Corporate,United States,Lawrence,Massachusetts,East,Office Supplies,Art,6.68,2,0,2.004,5,2015-01,2015,0.29955,1,0
2014-01-06,2014-01-08,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0,9.3312,2,2014-01,2014,0.47975,1,0
2015-03-05,2015-03-09,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,31.92,2,0.2,2.394,4,2015-03,2015,0.07498,1,1
2016-12-25,2016-12-28,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,33.568,2,0.2,11.7488,3,2016-12,2016,0.3499,1,1
2016-09-04,2016-09-08,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,63.94,1,0,24.9366,4,2016-09,2016,0.38994,1,0
2016-09-04,2016-09-08,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,60.6,5,0.2,20.4525,4,2016-09,2016,0.33744,1,1
2016-09-04,2016-09-08,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,22.72,4,0,6.5888,4,2016-09,2016,0.28987,1,0
2014-08-26,2014-09-01,Standard Class,Consumer,United States,Newark,Delaware,East,Furniture,Furnishings,10.68,4,0,4.0584,6,2014-08,2014,0.37964,1,0
2014-08-26,2014-09-01,Standard Class,Consumer,United States,Newark,Delaware,East,Office Supplies,Paper,17.34,3,0,8.4966,6,2014-08,2014,0.48972,1,0
2014-08-26,2014-09-01,Standard Class,Consumer,United States,Newark,Delaware,East,Office Supplies,Paper,3.38,1,0,1.5548,6,2014-08,2014,0.45864,1,0
2015-05-21,2015-05-25,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,26.976,4,0.2,8.7672,4,2015-05,2015,0.32488,1,1
2017-10-16,2017-10-21,Standard Class,Corporate,United States,Scottsdale,Arizona,West,Office Supplies,Paper,307.776,7,0.2,111.5688,5,2017-10,2017,0.36249,1,1
2015-11-09,2015-11-14,Second Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Storage,244.55,5,0,4.891,5,2015-11,2015,0.02,1,0
2015-11-09,2015-11-14,Second Class,Consumer,United States,Oceanside,New York,East,Office Supplies,Envelopes,12.24,6,0,5.7528,5,2015-11,2015,0.46962,1,0
2015-11-09,2015-11-14,Second Class,Consumer,United States,Oceanside,New York,East,Technology,Accessories,13.98,2,0,6.0114,5,2015-11,2015,0.42969,1,0
2015-11-09,2015-11-14,Second Class,Consumer,United States,Oceanside,New York,East,Technology,Accessories,899.95,5,0,53.997,5,2015-11,2015,0.06,1,0
2014-11-21,2014-11-27,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508,6,2014-11,2014,0.33544,1,1
2014-11-21,2014-11-27,Standard Class,Corporate,United States,Dallas,Texas,Central,Technology,Phones,267.96,5,0.2,16.7475,6,2014-11,2014,0.0625,1,1
2015-10-11,2015-10-13,Second Class,Consumer,United States,Rochester,New York,East,Technology,Accessories,31.95,1,0,2.2365,2,2015-10,2015,0.06998,1,0
2017-03-21,2017-03-23,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,725.84,4,0,210.4936,2,2017-03,2017,0.29,1,0
2017-03-21,2017-03-23,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,10.896,3,0.2,3.9498,2,2017-03,2017,0.36217,1,1
2017-03-21,2017-03-23,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,8.544,2,0.2,2.8836,2,2017-03,2017,0.33711,1,1
2015-01-04,2015-01-10,Standard Class,Corporate,United States,Woodbury,Minnesota,Central,Office Supplies,Binders,32.34,3,0,15.5232,6,2015-01,2015,0.47985,1,0
2015-01-04,2015-01-10,Standard Class,Corporate,United States,Woodbury,Minnesota,Central,Office Supplies,Paper,39.9,5,0,19.95,6,2015-01,2015,0.49987,1,0
2017-12-09,2017-12-16,Standard Class,Consumer,United States,Park Ridge,Illinois,Central,Office Supplies,Paper,143.856,9,0.2,48.5514,7,2017-12,2017,0.33748,1,1
2016-09-06,2016-09-12,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Paper,41.92,4,0.2,15.196,6,2016-09,2016,0.36241,1,1
2016-09-06,2016-09-12,Standard Class,Corporate,United States,Dallas,Texas,Central,Technology,Phones,329.584,2,0.2,37.0782,6,2016-09,2016,0.1125,1,1
2016-09-03,2016-09-06,First Class,Corporate,United States,Monroe,Louisiana,South,Office Supplies,Binders,87.28,8,0,41.0216,3,2016-09,2016,0.46995,1,0
2014-05-13,2014-05-19,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,279.456,6,0.2,20.9592,6,2014-05,2014,0.075,1,1
2014-05-13,2014-05-19,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,8,2,0,3.84,6,2014-05,2014,0.4794,1,0
2016-09-29,2016-10-03,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,27.24,5,0.2,9.534,4,2016-09,2016,0.34987,1,1
2014-08-05,2014-08-11,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,16.36,1,0,1.636,6,2014-08,2014,0.09994,1,0
2014-08-05,2014-08-11,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,15.78,2,0,0.6312,6,2014-08,2014,0.03997,1,0
2014-08-05,2014-08-11,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,45.98,2,0,12.8744,6,2014-08,2014,0.27994,1,0
2017-04-14,2017-04-18,Standard Class,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Bookcases,198.272,8,0.2,-32.2192,4,2017-04,2017,-0.16249,0,1
2017-06-09,2017-06-10,First Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Storage,720.76,5,0.2,54.057,1,2017-06,2017,0.075,1,1
2016-12-29,2017-01-02,Standard Class,Consumer,United States,Wichita,Kansas,Central,Furniture,Furnishings,70.56,6,0,23.9904,4,2016-12,2016,0.33995,1,0
2016-12-29,2017-01-02,Standard Class,Consumer,United States,Wichita,Kansas,Central,Office Supplies,Appliances,81.96,2,0,22.9488,4,2016-12,2016,0.27997,1,0
2014-01-18,2014-01-21,Second Class,Corporate,United States,Springfield,Oregon,West,Office Supplies,Appliances,64.864,4,0.2,6.4864,3,2014-01,2014,0.09998,1,1
2016-11-20,2016-11-24,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,151.192,1,0.2,13.2293,4,2016-11,2016,0.08749,1,1
2017-06-10,2017-06-15,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,88.776,3,0.2,7.7679,5,2017-06,2017,0.08749,1,1
2017-06-10,2017-06-15,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,11.56,4,0,5.4332,5,2017-06,2017,0.46959,1,0
2017-06-10,2017-06-15,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,15.58,1,0,3.895,5,2017-06,2017,0.24984,1,0
2017-09-10,2017-09-13,First Class,Corporate,United States,Akron,Ohio,East,Office Supplies,Paper,85.056,3,0.2,28.7064,3,2017-09,2017,0.33746,1,1
2017-04-08,2017-04-12,Standard Class,Corporate,United States,Oak Park,Michigan,Central,Furniture,Furnishings,273.96,2,0,71.2296,4,2017-04,2017,0.25999,1,0
2017-04-08,2017-04-12,Standard Class,Corporate,United States,Oak Park,Michigan,Central,Furniture,Furnishings,306.9,3,0,79.794,4,2017-04,2017,0.25999,1,0
2015-10-24,2015-10-30,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,6,2015-10,2015,0.34978,1,1
2015-10-24,2015-10-30,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Tables,347.361,7,0.3,-69.4722,6,2015-10,2015,-0.19999,0,1
2015-10-24,2015-10-30,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,6,2015-10,2015,0.34966,1,1
2017-05-27,2017-05-31,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,98.16,6,0,9.816,4,2017-05,2017,0.09999,1,0
2017-05-27,2017-05-31,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,31.44,3,0,7.86,4,2017-05,2017,0.24992,1,0
2014-12-05,2014-12-07,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147,2,2014-12,2014,0.33749,1,1
2014-12-05,2014-12-07,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,172.736,4,0.2,-30.2288,2,2014-12,2014,-0.17499,0,1
2016-08-14,2016-08-18,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,15.54,3,0,7.6146,4,2016-08,2016,0.48968,1,0
2016-08-14,2016-08-18,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,105.552,6,0.2,35.6238,4,2016-08,2016,0.33747,1,1
2016-09-05,2016-09-07,Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072,2,2016-09,2016,0.34987,1,1
2016-09-05,2016-09-07,Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352,2,2016-09,2016,0.33729,1,1
2016-09-05,2016-09-07,Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,2,2016-09,2016,0.36215,1,1
2017-06-26,2017-07-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,358.2,3,0.4,41.79,7,2017-06,2017,0.11666,1,1
2017-06-26,2017-07-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,545.916,14,0.4,72.7888,7,2017-06,2017,0.13333,1,1
2017-03-12,2017-03-17,Standard Class,Consumer,United States,Rogers,Arkansas,South,Office Supplies,Binders,40.41,9,0,18.5886,5,2017-03,2017,0.45989,1,0
2017-02-18,2017-02-21,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,167.976,3,0.2,10.4985,3,2017-02,2017,0.0625,1,1
2017-02-18,2017-02-21,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,109.53,3,0,47.0979,3,2017-02,2017,0.42996,1,0
2017-02-18,2017-02-21,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,9.82,2,0,4.8118,3,2017-02,2017,0.4895,1,0
2017-11-10,2017-11-12,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,26.352,3,0.2,9.5526,2,2017-11,2017,0.36236,1,1
2014-11-19,2014-11-25,Standard Class,Corporate,United States,Wilmington,Delaware,East,Office Supplies,Labels,22.5,6,0,10.8,6,2014-11,2014,0.47979,1,0
2014-11-19,2014-11-25,Standard Class,Corporate,United States,Wilmington,Delaware,East,Office Supplies,Labels,9.96,2,0,4.5816,6,2014-11,2014,0.45954,1,0
2014-11-19,2014-11-25,Standard Class,Corporate,United States,Wilmington,Delaware,East,Office Supplies,Binders,213.08,7,0,102.2784,6,2014-11,2014,0.47998,1,0
2014-11-19,2014-11-25,Standard Class,Corporate,United States,Wilmington,Delaware,East,Furniture,Bookcases,1025.88,6,0,235.9524,6,2014-11,2014,0.23,1,0
2014-11-18,2014-11-21,Second Class,Corporate,United States,Provo,Utah,West,Office Supplies,Paper,21.98,7,0,9.891,3,2014-11,2014,0.4498,1,0
2016-09-24,2016-09-24,Same Day,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,63.2,5,0,23.384,0,2016-09,2016,0.36994,1,0
2016-11-20,2016-11-27,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Appliances,39,12,0,11.31,7,2016-11,2016,0.28993,1,0
2016-09-27,2016-10-02,Standard Class,Corporate,United States,Lancaster,Ohio,East,Office Supplies,Binders,2.907,3,0.7,-2.0349,5,2016-09,2016,-0.6976,0,1
2016-04-09,2016-04-14,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,556.665,5,0.15,6.549,5,2016-04,2016,0.01176,1,1
2017-09-21,2017-09-23,First Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,71.98,2,0,15.1158,2,2017-09,2017,0.20997,1,0
2017-09-21,2017-09-23,First Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,79.98,2,0,26.3934,2,2017-09,2017,0.32996,1,0
2017-08-24,2017-08-29,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,24.672,4,0.2,7.71,5,2017-08,2017,0.31237,1,1
2017-08-24,2017-08-29,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,3.744,1,0.2,1.3104,5,2017-08,2017,0.34907,1,1
2016-02-22,2016-02-26,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,445.96,5,0.2,55.745,4,2016-02,2016,0.125,1,1
2016-02-22,2016-02-26,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,36.24,1,0,15.2208,4,2016-02,2016,0.41988,1,0
2016-02-22,2016-02-26,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,10.65,3,0,5.0055,4,2016-02,2016,0.46956,1,0
2017-12-08,2017-12-14,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,87.92,4,0,40.4432,6,2017-12,2017,0.45995,1,0
2017-12-08,2017-12-14,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,22.424,1,0.2,8.409,6,2017-12,2017,0.37483,1,1
2017-12-08,2017-12-14,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,90.48,3,0.2,33.93,6,2017-12,2017,0.37496,1,1
2017-12-08,2017-12-14,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,42.76,1,0,11.1176,6,2017-12,2017,0.25994,1,0
2017-09-18,2017-09-22,Standard Class,Consumer,United States,Clovis,New Mexico,West,Office Supplies,Binders,10.08,7,0.2,3.528,4,2017-09,2017,0.34965,1,1
2017-09-18,2017-09-22,Standard Class,Consumer,United States,Clovis,New Mexico,West,Technology,Accessories,101.34,3,0,8.1072,4,2017-09,2017,0.07999,1,0
2016-09-11,2016-09-14,First Class,Consumer,United States,Wichita,Kansas,Central,Technology,Phones,224.75,5,0,62.93,3,2016-09,2016,0.27999,1,0
2017-09-23,2017-09-28,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752,5,2017-09,2017,-2.69963,0,1
2017-09-23,2017-09-28,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,5,2017-09,2017,0.34983,1,1
2017-09-23,2017-09-28,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,39.984,2,0.2,-8.9964,5,2017-09,2017,-0.22494,0,1
2014-10-06,2014-10-08,Second Class,Corporate,United States,Omaha,Nebraska,Central,Office Supplies,Binders,15.36,2,0,7.68,2,2014-10,2014,0.49967,1,0
2015-10-23,2015-10-26,First Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,3,2015-10,2015,0.3499,1,1
2015-10-23,2015-10-26,First Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,150.384,2,0.2,15.0384,3,2015-10,2015,0.09999,1,1
2016-03-31,2016-04-02,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,0.4,-60.8361,2,2016-03,2016,-0.21666,0,1
2016-03-31,2016-04-02,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,31.984,2,0.2,1.1994,2,2016-03,2016,0.03749,1,1
2016-12-29,2017-01-02,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,11.232,3,0.2,3.9312,4,2016-12,2016,0.34969,1,1
2017-11-03,2017-11-05,Second Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,26.4,5,0,11.88,2,2017-11,2017,0.44983,1,0
2017-01-20,2017-01-26,Standard Class,Consumer,United States,Waterbury,Connecticut,East,Office Supplies,Art,3.52,2,0,1.0208,6,2017-01,2017,0.28918,1,0
2016-12-03,2016-12-06,First Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,1649.95,5,0,659.98,3,2016-12,2016,0.4,1,0
2016-12-03,2016-12-06,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,111.9,6,0,51.474,3,2016-12,2016,0.45996,1,0
2016-06-14,2016-06-14,Same Day,Home Office,United States,Los Angeles,California,West,Furniture,Bookcases,599.165,5,0.15,35.245,0,2016-06,2016,0.05882,1,1
2016-09-02,2016-09-04,First Class,Home Office,United States,San Francisco,California,West,Office Supplies,Storage,46.53,3,0,12.0978,2,2016-09,2016,0.25994,1,0
2014-09-05,2014-09-07,First Class,Consumer,United States,Saint Petersburg,Florida,South,Furniture,Furnishings,31.984,2,0.2,1.999,2,2014-09,2014,0.06248,1,1
2017-10-21,2017-10-25,Standard Class,Home Office,United States,Lakewood,Ohio,East,Office Supplies,Appliances,161.568,2,0.2,16.1568,4,2017-10,2017,0.09999,1,1
2017-10-21,2017-10-25,Standard Class,Home Office,United States,Lakewood,Ohio,East,Office Supplies,Paper,4.064,1,0.2,1.3716,4,2017-10,2017,0.33667,1,1
2017-10-21,2017-10-25,Standard Class,Home Office,United States,Lakewood,Ohio,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,4,2017-10,2017,-0.79872,0,1
2017-04-25,2017-04-29,Standard Class,Consumer,United States,Chandler,Arizona,West,Office Supplies,Art,8.896,4,0.2,0.6672,4,2017-04,2017,0.07492,1,1
2015-10-19,2015-10-24,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,1640.7,5,0,459.396,5,2015-10,2015,0.28,1,0
2015-10-19,2015-10-24,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,270,3,0,97.2,5,2015-10,2015,0.35999,1,0
2014-07-05,2014-07-08,First Class,Corporate,United States,Palm Coast,Florida,South,Furniture,Furnishings,19.52,2,0.2,5.368,3,2014-07,2014,0.27486,1,1
2014-07-05,2014-07-08,First Class,Corporate,United States,Palm Coast,Florida,South,Office Supplies,Binders,9.81,5,0.7,-6.867,3,2014-07,2014,-0.69929,0,1
2014-07-05,2014-07-08,First Class,Corporate,United States,Palm Coast,Florida,South,Furniture,Furnishings,213.216,3,0.2,15.9912,3,2014-07,2014,0.075,1,1
2016-04-04,2016-04-09,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,588.784,2,0.2,183.995,5,2016-04,2016,0.31249,1,1
2017-11-13,2017-11-18,Second Class,Consumer,United States,Jupiter,Florida,South,Office Supplies,Art,2.064,1,0.2,0.1548,5,2017-11,2017,0.07464,1,1
2017-09-09,2017-09-13,Standard Class,Consumer,United States,Glendale,Arizona,West,Office Supplies,Paper,6.368,2,0.2,2.388,4,2017-09,2017,0.37441,1,1
2015-04-17,2015-04-23,Standard Class,Consumer,United States,New York City,New York,East,Technology,Accessories,99.6,1,0,36.852,6,2015-04,2015,0.36996,1,0
2015-04-17,2015-04-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,62.296,13,0.2,21.0249,6,2015-04,2015,0.33745,1,1
2015-04-17,2015-04-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,10.71,3,0,2.7846,6,2015-04,2015,0.25976,1,0
2016-07-25,2016-07-29,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659,4,2016-07,2016,0.33734,1,1
2016-08-26,2016-08-31,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,33,6,0,8.25,5,2016-08,2016,0.24992,1,0
2016-08-26,2016-08-31,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,249.95,5,0,87.4825,5,2016-08,2016,0.34999,1,0
2014-09-12,2014-09-19,Standard Class,Home Office,United States,Olathe,Kansas,Central,Office Supplies,Supplies,357.93,3,0,7.1586,7,2014-09,2014,0.02,1,0
2014-09-12,2014-09-19,Standard Class,Home Office,United States,Olathe,Kansas,Central,Technology,Accessories,57.4,5,0,10.906,7,2014-09,2014,0.18997,1,0
2014-09-12,2014-09-19,Standard Class,Home Office,United States,Olathe,Kansas,Central,Office Supplies,Binders,331.96,2,0,149.382,7,2014-09,2014,0.44999,1,0
2014-09-12,2014-09-19,Standard Class,Home Office,United States,Olathe,Kansas,Central,Furniture,Furnishings,40.56,2,0,12.9792,7,2014-09,2014,0.31992,1,0
2016-07-22,2016-07-29,Standard Class,Home Office,United States,Sparks,Nevada,West,Office Supplies,Supplies,86.2,5,0,24.998,7,2016-07,2016,0.28997,1,0
2017-05-19,2017-05-23,Standard Class,Corporate,United States,Rockford,Illinois,Central,Office Supplies,Paper,38.016,6,0.2,13.7808,4,2017-05,2017,0.3624,1,1
2017-04-28,2017-05-02,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.384,1,0.2,0.7336,4,2017-04,2017,0.0874,1,1
2017-04-28,2017-05-02,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.7704,4,2017-04,2017,0.11234,1,1
2017-12-29,2018-01-02,Standard Class,Consumer,United States,Edmonds,Washington,West,Office Supplies,Fasteners,19.6,5,0,9.604,4,2017-12,2017,0.48975,1,0
2017-12-29,2018-01-02,Standard Class,Consumer,United States,Edmonds,Washington,West,Furniture,Furnishings,68.46,2,0,20.538,4,2017-12,2017,0.29996,1,0
2017-09-04,2017-09-06,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,13.344,6,0.2,4.3368,2,2017-09,2017,0.32476,1,1
2017-09-04,2017-09-06,Second Class,Consumer,United States,San Francisco,California,West,Furniture,Tables,1478.272,8,0.2,92.392,2,2017-09,2017,0.0625,1,1
2014-03-21,2014-03-25,Standard Class,Corporate,United States,Asheville,North Carolina,South,Office Supplies,Storage,16.272,1,0.2,-3.8646,4,2014-03,2014,-0.23735,0,1
2017-09-28,2017-10-04,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,9.24,3,0,4.4352,6,2017-09,2017,0.47948,1,0
2014-01-19,2014-01-20,First Class,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,Binders,32.34,10,0.7,-23.716,1,2014-01,2014,-0.73311,0,1
2014-01-19,2014-01-20,First Class,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,Paper,56.064,4,0.2,19.6224,1,2014-01,2014,0.34994,1,1
2014-01-19,2014-01-20,First Class,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,Envelopes,108.72,5,0.2,36.693,1,2014-01,2014,0.33747,1,1
2014-01-19,2014-01-20,First Class,Consumer,United States,Scottsdale,Arizona,West,Furniture,Bookcases,181.47,5,0.7,-320.597,1,2014-01,2014,-1.76657,0,1
2014-02-14,2014-02-19,Second Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,16.176,3,0.2,6.066,5,2014-02,2014,0.37477,1,1
2016-06-09,2016-06-14,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,122.352,3,0.2,13.7646,5,2016-06,2016,0.11249,1,1
2014-09-26,2014-09-27,First Class,Home Office,United States,San Diego,California,West,Furniture,Chairs,585.552,3,0.2,73.194,1,2014-09,2014,0.125,1,1
2014-09-26,2014-09-27,First Class,Home Office,United States,San Diego,California,West,Office Supplies,Paper,19.44,3,0,9.3312,1,2014-09,2014,0.47975,1,0
2016-05-30,2016-06-04,Standard Class,Consumer,United States,Hamilton,Ohio,East,Office Supplies,Appliances,123.92,5,0.2,9.294,5,2016-05,2016,0.07499,1,1
2017-12-19,2017-12-23,Standard Class,Consumer,United States,Parker,Colorado,West,Furniture,Furnishings,13.36,5,0.2,4.008,4,2017-12,2017,0.29978,1,1
2017-12-19,2017-12-23,Standard Class,Consumer,United States,Parker,Colorado,West,Office Supplies,Storage,78.256,2,0.2,-17.6076,4,2017-12,2017,-0.22497,0,1
2017-12-19,2017-12-23,Standard Class,Consumer,United States,Parker,Colorado,West,Furniture,Bookcases,102.018,7,0.7,-183.6324,4,2017-12,2017,-1.79982,0,1
2017-12-26,2017-12-26,Same Day,Corporate,United States,Fremont,Nebraska,Central,Office Supplies,Storage,750.68,2,0,37.534,0,2017-12,2017,0.05,1,0
2017-06-15,2017-06-18,First Class,Home Office,United States,Maple Grove,Minnesota,Central,Office Supplies,Labels,44.4,3,0,22.2,3,2017-06,2017,0.49989,1,0
2017-06-15,2017-06-18,First Class,Home Office,United States,Maple Grove,Minnesota,Central,Office Supplies,Storage,84.55,5,0,22.8285,3,2017-06,2017,0.26997,1,0
2017-06-15,2017-06-18,First Class,Home Office,United States,Maple Grove,Minnesota,Central,Office Supplies,Paper,17.94,3,0,8.7906,3,2017-06,2017,0.48973,1,0
2016-11-20,2016-11-24,Standard Class,Consumer,United States,Newark,Delaware,East,Office Supplies,Binders,128.4,3,0,62.916,4,2016-11,2016,0.48996,1,0
2014-03-31,2014-04-04,Standard Class,Corporate,United States,Miami,Florida,South,Office Supplies,Binders,1.869,1,0.7,-1.3083,4,2014-03,2014,-0.69627,0,1
2017-10-08,2017-10-14,Standard Class,Corporate,United States,San Diego,California,West,Technology,Phones,103.192,1,0.2,11.6091,6,2017-10,2017,0.11249,1,1
2017-10-08,2017-10-14,Standard Class,Corporate,United States,San Diego,California,West,Technology,Accessories,36,2,0,6.48,6,2017-10,2017,0.17995,1,0
2017-10-08,2017-10-14,Standard Class,Corporate,United States,San Diego,California,West,Technology,Accessories,239.96,4,0,115.1808,6,2017-10,2017,0.47998,1,0
2017-10-08,2017-10-14,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Storage,40.68,2,0,0.4068,6,2017-10,2017,0.01,1,0
2017-01-30,2017-02-04,Standard Class,Consumer,United States,Miami,Florida,South,Furniture,Chairs,419.136,4,0.2,-68.1096,5,2017-01,2017,-0.1625,0,1
2014-12-12,2014-12-17,Standard Class,Consumer,United States,Miami,Florida,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,5,2014-12,2014,0.32486,1,1
2015-10-24,2015-10-29,Standard Class,Home Office,United States,San Antonio,Texas,Central,Office Supplies,Binders,3.592,4,0.8,-6.286,5,2015-10,2015,-1.74514,0,1
2017-04-01,2017-04-04,Second Class,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,23.976,3,0.2,-5.6943,3,2017-04,2017,-0.2374,0,1
2017-04-01,2017-04-04,Second Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Labels,6.264,3,0.2,2.0358,3,2017-04,2017,0.32448,1,1
